claim_id_unique,claim_id_original,category,group_id,workshop,Batch
12E,12E,psychology,victoria3,SIPS19,SIPS19
22EG,22EG,marketing/org behavior,victoria3,SIPS19,SIPS19
25bR,25bR,marketing/org behavior,victoria3,SIPS19,SIPS19
4dPN,4dPN,psychology,victoria3,SIPS19,SIPS19
a0A,a0A,marketing/org behavior,victoria3,SIPS19,SIPS19
Aee9,Aee9,psychology,victoria3,SIPS19,SIPS19
dmE8,dmE8,marketing/org behavior,victoria3,SIPS19,SIPS19
g3e9,g3e9,economics,victoria3,SIPS19,SIPS19
G4mp,G4mp,political science,victoria3,SIPS19,SIPS19
j3Wd,j3Wd,marketing/org behavior,victoria3,SIPS19,SIPS19
JrB,JrB,psychology,victoria3,SIPS19,SIPS19
NNGV,NNGV,marketing/org behavior,victoria3,SIPS19,SIPS19
PNNJ,PNNJ,psychology,victoria3,SIPS19,SIPS19
pYgm,pYgm,political science,victoria3,SIPS19,SIPS19
q547,q547,sociology,victoria3,SIPS19,SIPS19
QGG,QGG,psychology,victoria3,SIPS19,SIPS19
RGg7,RGg7,criminology,victoria3,SIPS19,SIPS19
wvmd,wvmd,psychology,victoria3,SIPS19,SIPS19
xvgL,xvgL,psychology,victoria3,SIPS19,SIPS19
ze1L,ze1L,marketing/org behavior,victoria3,SIPS19,SIPS19
zmLm,zmLm,marketing/org behavior,victoria3,SIPS19,SIPS19
0O7Z,0O7Z,marketing/org behavior,victoria5,SIPS19,SIPS19
0Rdr,0Rdr,political science,victoria5,SIPS19,SIPS19
5JE,5JE,marketing/org behavior,victoria5,SIPS19,SIPS19
8P4W,8P4W,psychology,victoria5,SIPS19,SIPS19
9YjL,9YjL,marketing/org behavior,victoria5,SIPS19,SIPS19
BQJx,BQJx,marketing/org behavior,victoria5,SIPS19,SIPS19
dmKm,dmKm,marketing/org behavior,victoria5,SIPS19,SIPS19
gwrg,gwrg,criminology,victoria5,SIPS19,SIPS19
JAAB,JAAB,psychology,victoria5,SIPS19,SIPS19
kEVP,kEVP,marketing/org behavior,victoria5,SIPS19,SIPS19
lkBL,lkBL,psychology,victoria5,SIPS19,SIPS19
mykV,mykV,marketing/org behavior,victoria5,SIPS19,SIPS19
Ok5L,Ok5L,economics,victoria5,SIPS19,SIPS19
PKAw,PKAw,psychology,victoria5,SIPS19,SIPS19
PkZr,PkZr,economics,victoria5,SIPS19,SIPS19
Qd1,Qd1,psychology,victoria5,SIPS19,SIPS19
w53G,w53G,psychology,victoria5,SIPS19,SIPS19
w5QP,w5QP,marketing/org behavior,victoria5,SIPS19,SIPS19
w5rW,w5rW,economics,victoria5,SIPS19,SIPS19
w5ZG,w5ZG,economics,victoria5,SIPS19,SIPS19
zKJ1,zKJ1,criminology,victoria5,SIPS19,SIPS19
zmWm,zmWm,marketing/org behavior,victoria5,SIPS19,SIPS19
7EX1,7EX1,psychology,westernaustralia1,SIPS19,SIPS19
7WY1,7WY1,psychology,westernaustralia1,SIPS19,SIPS19
8lyW,8lyW,political science,westernaustralia1,SIPS19,SIPS19
9Ybm,9Ybm,economics,westernaustralia1,SIPS19,SIPS19
a8kO,a8kO,psychology,westernaustralia1,SIPS19,SIPS19
AgdX,AgdX,psychology,westernaustralia1,SIPS19,SIPS19
BaDx,BaDx,marketing/org behavior,westernaustralia1,SIPS19,SIPS19
bGmk,bGmk,psychology,westernaustralia1,SIPS19,SIPS19
bwjk,bwjk,psychology,westernaustralia1,SIPS19,SIPS19
G4A4,G4A4,psychology,westernaustralia1,SIPS19,SIPS19
kELZ,kELZ,psychology,westernaustralia1,SIPS19,SIPS19
lb1v,lb1v,economics,westernaustralia1,SIPS19,SIPS19
LbYw,LbYw,psychology,westernaustralia1,SIPS19,SIPS19
ld0y,ld0y,psychology,westernaustralia1,SIPS19,SIPS19
NjQa,NjQa,economics,westernaustralia1,SIPS19,SIPS19
pqGm,pqGm,psychology,westernaustralia1,SIPS19,SIPS19
Q9m,Q9m,marketing/org behavior,westernaustralia1,SIPS19,SIPS19
qdrw,qdrw,economics,westernaustralia1,SIPS19,SIPS19
R1PE,R1PE,sociology,westernaustralia1,SIPS19,SIPS19
RG1v,RG1v,marketing/org behavior,westernaustralia1,SIPS19,SIPS19
xm1O,xm1O,marketing/org behavior,westernaustralia1,SIPS19,SIPS19
xmjb,xmjb,economics,westernaustralia1,SIPS19,SIPS19
z9e1,z9e1,psychology,westernaustralia1,SIPS19,SIPS19
2504,2504,psychology,westernaustralia2,SIPS19,SIPS19
3OkJ,3OkJ,criminology,westernaustralia2,SIPS19,SIPS19
4dQq,4dQq,criminology,westernaustralia2,SIPS19,SIPS19
4mV,4mV,marketing/org behavior,westernaustralia2,SIPS19,SIPS19
50z,50z,psychology,westernaustralia2,SIPS19,SIPS19
5W3q,5W3q,marketing/org behavior,westernaustralia2,SIPS19,SIPS19
8E9e,8E9e,marketing/org behavior,westernaustralia2,SIPS19,SIPS19
9Bx4,9Bx4,psychology,westernaustralia2,SIPS19,SIPS19
amJ1,amJ1,marketing/org behavior,westernaustralia2,SIPS19,SIPS19
GeVd,GeVd,marketing/org behavior,westernaustralia2,SIPS19,SIPS19
Ow0,Ow0,marketing/org behavior,westernaustralia2,SIPS19,SIPS19
pE0E,pE0E,psychology,westernaustralia2,SIPS19,SIPS19
pkg8,pkg8,psychology,westernaustralia2,SIPS19,SIPS19
PN1Z,PN1Z,psychology,westernaustralia2,SIPS19,SIPS19
pz8,pz8,psychology,westernaustralia2,SIPS19,SIPS19
rBGR,rBGR,psychology,westernaustralia2,SIPS19,SIPS19
RGqE,RGqE,psychology,westernaustralia2,SIPS19,SIPS19
vR3L,vR3L,marketing/org behavior,westernaustralia2,SIPS19,SIPS19
yp5k,yp5k,psychology,westernaustralia2,SIPS19,SIPS19
Z43k,Z43k,marketing/org behavior,westernaustralia2,SIPS19,SIPS19
zB1,zB1,psychology,westernaustralia2,SIPS19,SIPS19
Zj3J,Zj3J,psychology,westernaustralia2,SIPS19,SIPS19
0RL8,0RL8,criminology,westernaustralia3,SIPS19,SIPS19
1zWE,1zWE,criminology,westernaustralia3,SIPS19,SIPS19
583l,583l,psychology,westernaustralia3,SIPS19,SIPS19
7Y22,7Y22,marketing/org behavior,westernaustralia3,SIPS19,SIPS19
7YjP,7YjP,economics,westernaustralia3,SIPS19,SIPS19
9YYy,9YYy,marketing/org behavior,westernaustralia3,SIPS19,SIPS19
AW8J,AW8J,psychology,westernaustralia3,SIPS19,SIPS19
B8YQ,B8YQ,marketing/org behavior,westernaustralia3,SIPS19,SIPS19
bGa1,bGa1,psychology,westernaustralia3,SIPS19,SIPS19
D2eN,D2eN,marketing/org behavior,westernaustralia3,SIPS19,SIPS19
dLKV,dLKV,marketing/org behavior,westernaustralia3,SIPS19,SIPS19
dX42,dX42,marketing/org behavior,westernaustralia3,SIPS19,SIPS19
E2AP,E2AP,economics,westernaustralia3,SIPS19,SIPS19
eg3p,eg3p,marketing/org behavior,westernaustralia3,SIPS19,SIPS19
gbg4,gbg4,psychology,westernaustralia3,SIPS19,SIPS19
l7w,l7w,psychology,westernaustralia3,SIPS19,SIPS19
LbEB,LbEB,psychology,westernaustralia3,SIPS19,SIPS19
pYQ3,pYQ3,psychology,westernaustralia3,SIPS19,SIPS19
R1yE,R1yE,sociology,westernaustralia3,SIPS19,SIPS19
RGRV,RGRV,psychology,westernaustralia3,SIPS19,SIPS19
V85,V85,psychology,westernaustralia3,SIPS19,SIPS19
xYDP,xYDP,criminology,westernaustralia3,SIPS19,SIPS19
PkrZ1,PkrZ,marketing/org behavior,westernaustralia5,SIPS19,SIPS19
RJb1,RJb,marketing/org behavior,westernaustralia5,SIPS19,SIPS19
08v5,08v5,economics,westernaustralia5,SIPS19,SIPS19
24xO,24xO,psychology,westernaustralia5,SIPS19,SIPS19
25xq,25xq,psychology,westernaustralia5,SIPS19,SIPS19
2z2q,2z2q,marketing/org behavior,westernaustralia5,SIPS19,SIPS19
Brag,Brag,psychology,westernaustralia5,SIPS19,SIPS19
eg0Q,eg0Q,psychology,westernaustralia5,SIPS19,SIPS19
G43z,G43z,psychology,westernaustralia5,SIPS19,SIPS19
GXwj,GXwj,psychology,westernaustralia5,SIPS19,SIPS19
J4W9,J4W9,economics,westernaustralia5,SIPS19,SIPS19
LG0K,LG0K,psychology,westernaustralia5,SIPS19,SIPS19
lkXV,lkXV,marketing/org behavior,westernaustralia5,SIPS19,SIPS19
Nj8V,Nj8V,marketing/org behavior,westernaustralia5,SIPS19,SIPS19
OJzm,OJzm,psychology,westernaustralia5,SIPS19,SIPS19
OkXy,OkXy,marketing/org behavior,westernaustralia5,SIPS19,SIPS19
PkEb,PkEb,economics,westernaustralia5,SIPS19,SIPS19
Q1la,Q1la,marketing/org behavior,westernaustralia5,SIPS19,SIPS19
R1wL,R1wL,marketing/org behavior,westernaustralia5,SIPS19,SIPS19
Vpme,Vpme,psychology,westernaustralia5,SIPS19,SIPS19
w527,w527,marketing/org behavior,westernaustralia5,SIPS19,SIPS19
ZEa,ZEa,psychology,westernaustralia5,SIPS19,SIPS19
zePy,zePy,marketing/org behavior,westernaustralia5,SIPS19,SIPS19
0vOl,0vOl,Education & Educational Research,newsouthwales130,SIPS20,SIPS20
1yDq,1yDq,Psychology,newsouthwales130,SIPS20,SIPS20
4rpW,4rpW,Education & Educational Research; Rehabilitation,newsouthwales130,SIPS20,SIPS20
9wry,9wry,Psychology; Business & Economics,newsouthwales130,SIPS20,SIPS20
gg7O,gg7O,Psychology,newsouthwales130,SIPS20,SIPS20
Ly4r,Ly4r,Education & Educational Research,newsouthwales130,SIPS20,SIPS20
Omxd,Omxd,Psychology,newsouthwales130,SIPS20,SIPS20
q4Yb,q4Yb,Psychology,newsouthwales130,SIPS20,SIPS20
RjdX,RjdX,Sociology,newsouthwales130,SIPS20,SIPS20
ZmGK,ZmGK,Environmental Sciences & Ecology; Psychology,newsouthwales130,SIPS20,SIPS20
ZXgQ1,ZXgQ,Business & Economics,newsouthwales54,SIPS20,SIPS20
33dd,33dd,Psychology,newsouthwales54,SIPS20,SIPS20
5143,5143,Psychology,newsouthwales54,SIPS20,SIPS20
5EeE,5EeE,Psychology,newsouthwales54,SIPS20,SIPS20
B91X,B91X,Business & Economics,newsouthwales54,SIPS20,SIPS20
Jg9v,Jg9v,Business & Economics,newsouthwales54,SIPS20,SIPS20
JNNB,JNNB,Psychology,newsouthwales54,SIPS20,SIPS20
mbW4,mbW4,Psychology,newsouthwales54,SIPS20,SIPS20
RXjv,RXjv,Psychology,newsouthwales54,SIPS20,SIPS20
Wvqw,Wvqw,Psychology,newsouthwales54,SIPS20,SIPS20
0exZ,0exZ,,newsouthwales56,SIPS20,SIPS20
1ZEN,1ZEN,Sociology,newsouthwales56,SIPS20,SIPS20
2V17,2V17,Psychology,newsouthwales56,SIPS20,SIPS20
aW1D,aW1D,Psychology,newsouthwales56,SIPS20,SIPS20
DEJN,DEJN,Psychology; Business & Economics,newsouthwales56,SIPS20,SIPS20
dvN3,dvN3,Psychology; Behavioral Sciences; Biomedical Social Sciences,newsouthwales56,SIPS20,SIPS20
KvQx,KvQx,Psychology,newsouthwales56,SIPS20,SIPS20
XbNw,XbNw,Psychology,newsouthwales56,SIPS20,SIPS20
zN22,zN22,Psychology,newsouthwales56,SIPS20,SIPS20
zply,zply,Psychology,newsouthwales56,SIPS20,SIPS20
30bZ,30bZ,Psychology,newsouthwales82,SIPS20,SIPS20
48Jv,48Jv,Psychology,newsouthwales82,SIPS20,SIPS20
AabX,AabX,Psychology,newsouthwales82,SIPS20,SIPS20
EZ3a,EZ3a,Psychology,newsouthwales82,SIPS20,SIPS20
WjyZ,WjyZ,Psychology,newsouthwales82,SIPS20,SIPS20
X4Yb,X4Yb,Psychology; Business & Economics,newsouthwales82,SIPS20,SIPS20
xVG3,xVG3,Education & Educational Research; Rehabilitation,newsouthwales82,SIPS20,SIPS20
YOmK,YOmK,Psychology,newsouthwales82,SIPS20,SIPS20
zb3Y,zb3Y,Education & Educational Research,newsouthwales82,SIPS20,SIPS20
zNEm,zNEm,Psychology,newsouthwales82,SIPS20,SIPS20
1yV4,1yV4,Government & Law; Public Administration,queensland113,SIPS20,SIPS20
5wQl,5wQl,Psychology,queensland113,SIPS20,SIPS20
9AbX,9AbX,Psychology,queensland113,SIPS20,SIPS20
apm1,apm1,International Relations; Government & Law,queensland113,SIPS20,SIPS20
AybO,AybO,Psychology,queensland113,SIPS20,SIPS20
qYag,qYag,Psychology,queensland113,SIPS20,SIPS20
R5vL,R5vL,Government & Law; Public Administration,queensland113,SIPS20,SIPS20
VBpp,VBpp,Psychology,queensland113,SIPS20,SIPS20
Z8Xk,Z8Xk,Education & Educational Research; Rehabilitation,queensland113,SIPS20,SIPS20
ZBQ7,ZBQ7,Psychology,queensland113,SIPS20,SIPS20
0PZl,0PZl,Government & Law,queensland82,SIPS20,SIPS20
1dRv,1dRv,Psychology,queensland82,SIPS20,SIPS20
2pEq,2pEq,Psychology,queensland82,SIPS20,SIPS20
b9rA,b9rA,Psychology,queensland82,SIPS20,SIPS20
EX0x,EX0x,Education & Educational Research,queensland82,SIPS20,SIPS20
JRlJ,JRlJ,Demography,queensland82,SIPS20,SIPS20
mgBL,mgBL,Psychology,queensland82,SIPS20,SIPS20
mJDj,mJDj,Psychology,queensland82,SIPS20,SIPS20
OYX0,OYX0,Psychology,queensland82,SIPS20,SIPS20
P8Ab,P8Ab,Sociology,queensland82,SIPS20,SIPS20
4v4V,4v4V,Government & Law,southaustralia101,SIPS20,SIPS20
9wXy,9wXy,Education & Educational Research,southaustralia101,SIPS20,SIPS20
EQxa,EQxa,Psychology,southaustralia101,SIPS20,SIPS20
j2AJ,j2AJ,Psychology; Behavioral Sciences; Biomedical Social Sciences,southaustralia101,SIPS20,SIPS20
PaBz,PaBz,Business & Economics,southaustralia101,SIPS20,SIPS20
PyXZ,PyXZ,Psychology,southaustralia101,SIPS20,SIPS20
VX55,VX55,Psychology,southaustralia101,SIPS20,SIPS20
WaEX,WaEX,Business & Economics,southaustralia101,SIPS20,SIPS20
WVpe,WVpe,Psychology,southaustralia101,SIPS20,SIPS20
X4zK,X4zK,Business & Economics,southaustralia101,SIPS20,SIPS20
0PEZ,0PEZ,Psychology,southaustralia24,SIPS20,SIPS20
AB1X,AB1X,Government & Law,southaustralia24,SIPS20,SIPS20
evQQ,evQQ,Education & Educational Research,southaustralia24,SIPS20,SIPS20
gYb9,gYb9,Education & Educational Research,southaustralia24,SIPS20,SIPS20
lyvL,lyvL,Family Studies; Sociology,southaustralia24,SIPS20,SIPS20
Ovkm,Ovkm,Psychology,southaustralia24,SIPS20,SIPS20
qbBb,qbBb,Business & Economics,southaustralia24,SIPS20,SIPS20
R0EL,R0EL,Psychology,southaustralia24,SIPS20,SIPS20
Rb5N,Rb5N,Psychology,southaustralia24,SIPS20,SIPS20
VjjX,VjjX,Psychology,southaustralia24,SIPS20,SIPS20
5vDm,5vDm,Education & Educational Research,southaustralia42,SIPS20,SIPS20
Gq7j,Gq7j,International Relations; Government & Law,southaustralia42,SIPS20,SIPS20
j2yd,j2yd,Psychology; Behavioral Sciences; Biomedical Social Sciences,southaustralia42,SIPS20,SIPS20
jQR2,jQR2,Education & Educational Research; Rehabilitation,southaustralia42,SIPS20,SIPS20
lkJe,lkJe,Psychology,southaustralia42,SIPS20,SIPS20
Ne2B,Ne2B,Education & Educational Research,southaustralia42,SIPS20,SIPS20
Qkvm,Qkvm,Psychology,southaustralia42,SIPS20,SIPS20
xYek,xYek,Psychology; Business & Economics,southaustralia42,SIPS20,SIPS20
Yexp,Yexp,Psychology,southaustralia42,SIPS20,SIPS20
zl3w,zl3w,Psychology; Behavioral Sciences; Biomedical Social Sciences,southaustralia42,SIPS20,SIPS20
0rjZ,0rjZ,International Relations; Government & Law,tasmania111,SIPS20,SIPS20
30Bw,30Bw,Psychology,tasmania111,SIPS20,SIPS20
5v32,5v32,Government & Law,tasmania111,SIPS20,SIPS20
d5v3,d5v3,Psychology,tasmania111,SIPS20,SIPS20
EJpm,EJpm,Sociology,tasmania111,SIPS20,SIPS20
JNY2,JNY2,Psychology,tasmania111,SIPS20,SIPS20
lJDJ,lJDJ,Education & Educational Research,tasmania111,SIPS20,SIPS20
PgNr,PgNr,Psychology,tasmania111,SIPS20,SIPS20
r37E,r37E,Psychology; Business & Economics,tasmania111,SIPS20,SIPS20
VrRV,VrRV,Education & Educational Research,tasmania111,SIPS20,SIPS20
4jqq,4jqq,Sociology,tasmania115,SIPS20,SIPS20
EAl3,EAl3,Education & Educational Research; Rehabilitation,tasmania115,SIPS20,SIPS20
eKv9,eKv9,Psychology; Behavioral Sciences; Biomedical Social Sciences,tasmania115,SIPS20,SIPS20
JrJJ,JrJJ,Sociology,tasmania115,SIPS20,SIPS20
OXAy,OXAy,Psychology,tasmania115,SIPS20,SIPS20
PPlY,PPlY,Psychology; Psychiatry,tasmania115,SIPS20,SIPS20
q5PZ,q5PZ,Psychology,tasmania115,SIPS20,SIPS20
WNr2,WNr2,Education & Educational Research; Rehabilitation,tasmania115,SIPS20,SIPS20
WyGr,WyGr,Psychology,tasmania115,SIPS20,SIPS20
Zxgl,Zxgl,Psychology; Business & Economics,tasmania115,SIPS20,SIPS20
83VX,83VX,Psychology,tasmania12,SIPS20,SIPS20
9jKY,9jKY,Psychology; Behavioral Sciences; Biomedical Social Sciences,tasmania12,SIPS20,SIPS20
DL1y,DL1y,Psychology,tasmania12,SIPS20,SIPS20
J7Z2,J7Z2,Family Studies; Sociology,tasmania12,SIPS20,SIPS20
Q2pa,Q2pa,Psychology,tasmania12,SIPS20,SIPS20
qYmN,qYmN,Psychology,tasmania12,SIPS20,SIPS20
vPpv,vPpv,Business & Economics,tasmania12,SIPS20,SIPS20
WGle,WGle,Psychology,tasmania12,SIPS20,SIPS20
Yqrg,Yqrg,Government & Law,tasmania12,SIPS20,SIPS20
zVYy,zVYy,Psychology,tasmania12,SIPS20,SIPS20
3KAJ,3KAJ,Criminology & Penology,tasmania46,SIPS20,SIPS20
9wXq,9wXq,Education & Educational Research,tasmania46,SIPS20,SIPS20
Aayj,Aayj,Government & Law; Public Administration,tasmania46,SIPS20,SIPS20
Bmgx,Bmgx,Psychology,tasmania46,SIPS20,SIPS20
GJe4,GJe4,Sociology,tasmania46,SIPS20,SIPS20
LR8x,LR8x,Education & Educational Research; Rehabilitation,tasmania46,SIPS20,SIPS20
rGy7,rGy7,Psychology; Business & Economics,tasmania46,SIPS20,SIPS20
RY0E,RY0E,Education & Educational Research; Rehabilitation,tasmania46,SIPS20,SIPS20
XpVw,XpVw,Psychology; Behavioral Sciences; Biomedical Social Sciences,tasmania46,SIPS20,SIPS20
yJXk,yJXk,Psychology,tasmania46,SIPS20,SIPS20
ZXGQ2,ZXGQ,Government & Law; Public Administration,tasmania56,SIPS20,SIPS20
93Em,93Em,Psychology,tasmania56,SIPS20,SIPS20
epXm,epXm,Demography,tasmania56,SIPS20,SIPS20
JrlQ,JrlQ,Psychology; Business & Economics,tasmania56,SIPS20,SIPS20
K0mD,K0mD,Psychology,tasmania56,SIPS20,SIPS20
KNxx,KNxx,Psychology,tasmania56,SIPS20,SIPS20
OJKm,OJKm,Psychology; Behavioral Sciences; Biomedical Social Sciences,tasmania56,SIPS20,SIPS20
PxgJ,PxgJ,Education & Educational Research,tasmania56,SIPS20,SIPS20
R0Nb,R0Nb,Psychology,tasmania56,SIPS20,SIPS20
vD1a,vD1a,Psychology,tasmania56,SIPS20,SIPS20
0Y0l,0Y0l,Psychology,tasmania84,SIPS20,SIPS20
48bB,48bB,Business & Economics,tasmania84,SIPS20,SIPS20
9KmL,9KmL,Education & Educational Research; Rehabilitation,tasmania84,SIPS20,SIPS20
lKLe,lKLe,Business & Economics,tasmania84,SIPS20,SIPS20
O0g0,O0g0,Psychology,tasmania84,SIPS20,SIPS20
OYyv,OYyv,Psychology,tasmania84,SIPS20,SIPS20
p8w0,p8w0,,tasmania84,SIPS20,SIPS20
W0qr,W0qr,Psychology,tasmania84,SIPS20,SIPS20
WdB2,WdB2,Psychology,tasmania84,SIPS20,SIPS20
zbD2,zbD2,Psychology; Business & Economics,tasmania84,SIPS20,SIPS20
1B3W,1B3W,Psychology,victoria124,SIPS20,SIPS20
1d4W,1d4W,Business & Economics,victoria124,SIPS20,SIPS20
8w0d,8w0d,Psychology,victoria124,SIPS20,SIPS20
ed1Q,ed1Q,International Relations; Government & Law,victoria124,SIPS20,SIPS20
m44m,m44m,Psychology,victoria124,SIPS20,SIPS20
OX7N,OX7N,Psychology,victoria124,SIPS20,SIPS20
q59b,q59b,Business & Economics,victoria124,SIPS20,SIPS20
QJJV,QJJV,Psychology; Behavioral Sciences; Biomedical Social Sciences,victoria124,SIPS20,SIPS20
x3KP,x3KP,Psychology,victoria124,SIPS20,SIPS20
yJwG,yJwG,Psychology,victoria124,SIPS20,SIPS20
19lB,19lB,Education & Educational Research; Rehabilitation,victoria15,SIPS20,SIPS20
50Jz,50Jz,Psychology,victoria15,SIPS20,SIPS20
9JBX,9JBX,Psychology,victoria15,SIPS20,SIPS20
LpNB,LpNB,Psychology,victoria15,SIPS20,SIPS20
OkKB,OkKB,Business & Economics,victoria15,SIPS20,SIPS20
RDBp,RDBp,Psychology; Behavioral Sciences; Biomedical Social Sciences,victoria15,SIPS20,SIPS20
ryR7,ryR7,Psychology,victoria15,SIPS20,SIPS20
VRV5,VRV5,Business & Economics,victoria15,SIPS20,SIPS20
yEvQ,yEvQ,Psychology,victoria15,SIPS20,SIPS20
ZN4a,ZN4a,Education & Educational Research,victoria15,SIPS20,SIPS20
33gO,33gO,Psychology,victoria24,SIPS20,SIPS20
5wOw,5wOw,Psychology,victoria24,SIPS20,SIPS20
AamX,AamX,Business & Economics,victoria24,SIPS20,SIPS20
dd13,dd13,Psychology; Psychiatry,victoria24,SIPS20,SIPS20
dNGp,dNGp,Education & Educational Research,victoria24,SIPS20,SIPS20
G8Lr,G8Lr,Sociology,victoria24,SIPS20,SIPS20
kyJG,kyJG,Psychology,victoria24,SIPS20,SIPS20
KZbd,KZbd,Psychology,victoria24,SIPS20,SIPS20
p8AW,p8AW,Psychology,victoria24,SIPS20,SIPS20
vkJO,vkJO,Psychology,victoria24,SIPS20,SIPS20
5P9w,5P9w,Business & Economics,victoria35,SIPS20,SIPS20
7VJJ,7VJJ,Business & Economics,victoria35,SIPS20,SIPS20
9K91,9K91,Education & Educational Research; Rehabilitation,victoria35,SIPS20,SIPS20
B0yg,B0yg,Sociology,victoria35,SIPS20,SIPS20
e2pq,e2pq,,victoria35,SIPS20,SIPS20
G784,G784,Psychology,victoria35,SIPS20,SIPS20
jQYK,jQYK,Education & Educational Research; Rehabilitation,victoria35,SIPS20,SIPS20
VXqm,VXqm,Psychology,victoria35,SIPS20,SIPS20
xjg3,xjg3,Psychology; Business & Economics,victoria35,SIPS20,SIPS20
XxEb,XxEb,Psychology; Business & Economics,victoria35,SIPS20,SIPS20
1W4E,1W4E,Psychology,victoria51,SIPS20,SIPS20
2Z0g,2Z0g,Sociology,victoria51,SIPS20,SIPS20
8WqX,8WqX,Psychology,victoria51,SIPS20,SIPS20
dxVJ,dxVJ,Education & Educational Research; Rehabilitation,victoria51,SIPS20,SIPS20
GY9p,GY9p,Psychology,victoria51,SIPS20,SIPS20
Jvqe,Jvqe,Psychology,victoria51,SIPS20,SIPS20
jYjg,jYjg,Psychology,victoria51,SIPS20,SIPS20
KRPW,KRPW,Psychology; Psychiatry,victoria51,SIPS20,SIPS20
wNlZ,wNlZ,Education & Educational Research,victoria51,SIPS20,SIPS20
z3ee,z3ee,Sociology,victoria51,SIPS20,SIPS20
0d85,0d85,Psychology,victoria57,SIPS20,SIPS20
AEAJ,AEAJ,Education & Educational Research; Rehabilitation,victoria57,SIPS20,SIPS20
e7Ym,e7Ym,Business & Economics,victoria57,SIPS20,SIPS20
ky28,ky28,Psychology,victoria57,SIPS20,SIPS20
Ky9D,Ky9D,Psychology; Business & Economics,victoria57,SIPS20,SIPS20
mb5m,mb5m,Psychology,victoria57,SIPS20,SIPS20
Nv39,Nv39,Psychology,victoria57,SIPS20,SIPS20
PJkz,PJkz,Psychology; Behavioral Sciences; Biomedical Social Sciences,victoria57,SIPS20,SIPS20
vPKD,vPKD,Education & Educational Research; Rehabilitation,victoria57,SIPS20,SIPS20
WLDw,WLDw,Psychology; Business & Economics,victoria57,SIPS20,SIPS20
5v4m,5v4m,Education & Educational Research,victoria63,SIPS20,SIPS20
7B0Z,7B0Z,Business & Economics,victoria63,SIPS20,SIPS20
8v49,8v49,Psychology; Business & Economics,victoria63,SIPS20,SIPS20
ed8m,ed8m,Psychology,victoria63,SIPS20,SIPS20
epdp,epdp,Education & Educational Research; Rehabilitation,victoria63,SIPS20,SIPS20
GdYj,GdYj,Education & Educational Research; Rehabilitation,victoria63,SIPS20,SIPS20
KQKJ,KQKJ,Education & Educational Research; Psychology,victoria63,SIPS20,SIPS20
kVp2,kVp2,Business & Economics; Operations Research & Management Science,victoria63,SIPS20,SIPS20
m8Dj,m8Dj,Education & Educational Research,victoria63,SIPS20,SIPS20
WQNe,WQNe,Psychology,victoria63,SIPS20,SIPS20
EKpX,EKpX,Business & Economics,westernaustralia114,SIPS20,SIPS20
EZ7y,EZ7y,Psychology,westernaustralia114,SIPS20,SIPS20
JGjJ,JGjJ,Psychology; Behavioral Sciences; Biomedical Social Sciences,westernaustralia114,SIPS20,SIPS20
k4aW,k4aW,Psychology,westernaustralia114,SIPS20,SIPS20
KRve,KRve,Psychology; Psychiatry,westernaustralia114,SIPS20,SIPS20
lg7w,lg7w,Demography,westernaustralia114,SIPS20,SIPS20
lyJJ,lyJJ,Psychology,westernaustralia114,SIPS20,SIPS20
P54Y,P54Y,Psychology; Psychiatry,westernaustralia114,SIPS20,SIPS20
pd8j,pd8j,Psychology,westernaustralia114,SIPS20,SIPS20
XRZY,XRZY,Business & Economics,westernaustralia114,SIPS20,SIPS20
12E0,12E0,Psychology,westernaustralia127,SIPS20,SIPS20
330w,330w,Psychology,westernaustralia127,SIPS20,SIPS20
axL3,axL3,Psychology,westernaustralia127,SIPS20,SIPS20
bAy1,bAy1,Business & Economics,westernaustralia127,SIPS20,SIPS20
G0Dp,G0Dp,International Relations; Government & Law,westernaustralia127,SIPS20,SIPS20
LGYx,LGYx,Psychology; Behavioral Sciences; Biomedical Social Sciences,westernaustralia127,SIPS20,SIPS20
Oe5N,Oe5N,Business & Economics,westernaustralia127,SIPS20,SIPS20
VjlX,VjlX,Family Studies; Sociology,westernaustralia127,SIPS20,SIPS20
VYXV,VYXV,Education & Educational Research; Rehabilitation,westernaustralia127,SIPS20,SIPS20
yGBV,yGBV,Psychology,westernaustralia127,SIPS20,SIPS20
0P2r,0P2r,Psychology,westernaustralia15,SIPS20,SIPS20
1BG0,1BG0,Psychology,westernaustralia15,SIPS20,SIPS20
485B,485B,Psychology,westernaustralia15,SIPS20,SIPS20
5vl3,5vl3,Psychology; Business & Economics,westernaustralia15,SIPS20,SIPS20
90Gl,90Gl,Psychology,westernaustralia15,SIPS20,SIPS20
DJqy,DJqy,Psychology,westernaustralia15,SIPS20,SIPS20
EZ3x,EZ3x,Psychology,westernaustralia15,SIPS20,SIPS20
k2AX,k2AX,Psychology; Psychiatry,westernaustralia15,SIPS20,SIPS20
VBgV,VBgV,Psychology,westernaustralia15,SIPS20,SIPS20
xjdk,xjdk,Government & Law,westernaustralia15,SIPS20,SIPS20
00bb,00bb,Psychology,westernaustralia23,SIPS20,SIPS20
3v4a,3v4a,Business & Economics,westernaustralia23,SIPS20,SIPS20
8KPd,8KPd,Psychology,westernaustralia23,SIPS20,SIPS20
9Dwq,9Dwq,Psychology,westernaustralia23,SIPS20,SIPS20
